ResponseId,duration,CRT,RME,age,education,race,gender,income,political_fiscal,political_social,political_party,marital_status
Response_1480,2774,1,24,33,2-year college degree,White,Male,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1481,2504,0,28,39,2-year college degree,White,Female,"$40,000 to $49,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1482,4155,3,30,63,2-year college degree,White,Female,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1483,1691,4,33,45,High school diploma,White,Male,"$50,000 to $59,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1484,163467,5,26,45,4-year college degree,White,Male,"$20,000 to $29,999",Strongly Conservative,Somewhat Liberal,Independent,Single Never Married
Response_1485,1696,2,28,36,Post-college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1486,2205,3,31,51,High school diploma,White,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1487,1676,3,30,44,4-year college degree,White,Male,"$60,000 to $69,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1488,985,3,26,30,4-year college degree,White,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1489,8680,0,29,30,Some college or vocational training,Black,Female,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_1490,1172,0,25,39,Some college or vocational training,White,Female,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1491,1597,6,26,54,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Liberal,Democrat,Single Never Married
Response_1492,1736,1,25,46,Some college or vocational training,White,Female,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1493,2277,1,27,73,High school diploma,White,Female,"$10,000 to $19,999",Strongly Conservative,Strongly Conservative,Republican,Separated
Response_1494,3693,2,34,62,2-year college degree,White,Female,"$30,000 to $39,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1495,4701,1,23,39,2-year college degree,White,Male,"$10,000 to $19,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1496,13240,1,32,44,Doctoral degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1497,1756,2,27,39,High school diploma,Indigenous,Male,"$10,000 to $19,999",Moderate,Moderate,Independent,Single Never Married
Response_1498,2222,3,28,40,Some college or vocational training,White,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1499,1557,3,29,30,Some college or vocational training,White,Female,"$80,000 to $89,999",Strongly Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1500,1181,1,18,74,Post-college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1501,2551,4,32,73,4-year college degree,White,Female,"$10,000 to $19,999",Somewhat Conservative,Strongly Conservative,Republican,Widowed
Response_1502,1897,3,27,41,4-year college degree,White,Female,"$100,000 to $149,999",Moderate,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1503,2618,5,20,48,Post-college degree,Asian,Male,"$150,000 or more",Somewhat Conservative,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1504,7901,5,29,46,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1505,3718,5,28,35,Some college or vocational training,White,Male,"$10,000 to $19,999",Moderate,Somewhat Liberal,Democrat,Single Never Married
Response_1506,93024,1,26,28,Some college or vocational training,White,Male,"$70,000 to $79,999",Moderate,Moderate,Independent,Single Never Married
Response_1507,3576,4,14,76,Doctoral degree,Other,Female,"$20,000 to $29,999",Somewhat Liberal,Strongly Liberal,Independent,Single Never Married
Response_1508,1756,4,23,44,2-year college degree,White,Male,"Less than $10,000",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1509,1193,5,28,39,Post-college degree,White,Male,"$80,000 to $89,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1510,1007,4,27,29,4-year college degree,Other,Female,"$30,000 to $39,999",Strongly Conservative,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1511,6525,3,27,27,4-year college degree,White,Male,"$60,000 to $69,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1512,1266,6,28,37,"Professional degree (JD, MD)",White,Male,"$100,000 to $149,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1513,1685,5,31,40,2-year college degree,White,Female,"$90,000 to $99,999",Moderate,Moderate,Republican,Married or Domestic Partnership
Response_1514,7973,1,28,54,4-year college degree,White,Female,"$90,000 to $99,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1515,1806,4,31,46,Post-college degree,White,Female,"$90,000 to $99,999",Strongly Conservative,Somewhat Liberal,Republican,Single Never Married
Response_1516,827,1,24,38,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1517,1349,1,27,29,Some college or vocational training,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1518,3201,0,31,40,2-year college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1519,7204,6,31,38,Post-college degree,White,Male,"$40,000 to $49,999",Strongly Conservative,Somewhat Liberal,Independent,Single Never Married
Response_1520,1765,6,24,43,4-year college degree,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Independent,Single Never Married
Response_1521,5108,6,33,58,2-year college degree,Asian,Male,"$20,000 to $29,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1522,2438,6,29,71,2-year college degree,White,Male,"$40,000 to $49,999",Strongly Conservative,Somewhat Liberal,Independent,Widowed
Response_1523,2403,2,30,38,4-year college degree,White,Female,"$70,000 to $79,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1524,1457,6,33,44,High school diploma,White,Female,"$10,000 to $19,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1525,155970,1,25,40,Some college or vocational training,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1526,3652,6,26,28,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1527,3369,3,26,45,High school diploma,White,Male,"Less than $10,000",Strongly Conservative,Strongly Liberal,Independent,Single Never Married
Response_1528,1071,2,31,32,Some college or vocational training,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1529,1666,1,31,26,4-year college degree,Asian,Female,"$20,000 to $29,999",Strongly Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1530,3858,0,28,52,2-year college degree,White,Male,"$30,000 to $39,999",Somewhat Conservative,Somewhat Liberal,Democrat,Divorced
Response_1531,4676,4,27,63,Some college or vocational training,White,Female,"$20,000 to $29,999",Moderate,Moderate,Independent,Divorced
Response_1532,3442,3,31,40,4-year college degree,Black,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1533,13281,6,34,39,4-year college degree,White,Male,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1534,2225,0,27,62,Post-college degree,White,Female,"$10,000 to $19,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1535,1224,4,26,26,2-year college degree,White,Male,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1536,166602,3,33,59,Some college or vocational training,White,Male,"$90,000 to $99,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1537,1526,2,23,53,2-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1538,79944,4,31,56,2-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Divorced
Response_1539,2136,1,32,41,4-year college degree,White,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Divorced
Response_1540,919,6,29,38,4-year college degree,White,Female,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1541,1749,4,29,52,High school diploma,White,Male,"$40,000 to $49,999",Strongly Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1542,3637,5,31,35,4-year college degree,White,Male,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1543,1983,3,25,74,4-year college degree,White,Female,"$50,000 to $59,999",Somewhat Conservative,Moderate,Republican,Widowed
Response_1544,2442,4,35,46,Post-college degree,White,Male,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1545,1924,5,27,37,Some college or vocational training,Black,Male,"$20,000 to $29,999",Moderate,Strongly Liberal,Democrat,Single Never Married
Response_1546,1204,1,34,24,4-year college degree,White,Female,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_1547,2400,2,33,40,High school diploma,White,Male,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1548,2112,5,31,33,4-year college degree,White,Male,"$20,000 to $29,999",Somewhat Conservative,Strongly Conservative,Republican,Single Never Married
Response_1549,3171,0,31,35,Some college or vocational training,Black,Female,"$10,000 to $19,999",Moderate,Moderate,Independent,Single Never Married
Response_1550,1996,5,32,55,"Professional degree (JD, MD)",Asian,Female,"$150,000 or more",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1551,1253,2,30,38,2-year college degree,White,Male,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1552,2763,3,31,66,2-year college degree,White,Male,"$20,000 to $29,999",Somewhat Conservative,Somewhat Liberal,Republican,Single Never Married
Response_1553,1528,1,33,49,4-year college degree,White,Female,"$30,000 to $39,999",Somewhat Conservative,Moderate,Independent,Single Never Married
Response_1554,5291,1,28,72,Some college or vocational training,Other,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Independent,Divorced
Response_1555,1302,2,27,43,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1556,3177,2,22,25,4-year college degree,Asian,Male,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1557,1201,5,29,40,4-year college degree,Asian,Male,"$90,000 to $99,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1558,2274,6,33,40,"Professional degree (JD, MD)",White,Female,"$10,000 to $19,999",Strongly Liberal,Strongly Liberal,Independent,Divorced
Response_1559,1919,6,29,37,2-year college degree,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Liberal,Independent,Single Never Married
Response_1560,2011,5,29,25,High school diploma,White,Female,"$60,000 to $69,999",Strongly Liberal,Strongly Liberal,Independent,Single Never Married
Response_1561,3571,1,25,37,4-year college degree,Black,Female,"$70,000 to $79,999",Strongly Liberal,Somewhat Conservative,Democrat,Married or Domestic Partnership
Response_1562,8721,6,33,29,4-year college degree,Asian,Male,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1563,1541,1,24,24,High school diploma,White,Male,"$30,000 to $39,999",Moderate,Moderate,Independent,Single Never Married
Response_1564,1740,2,31,21,High school diploma,White,Female,"Less than $10,000",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_1565,1614,6,25,42,4-year college degree,White,Male,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1566,3802,6,33,27,4-year college degree,White,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1567,1938,3,31,54,4-year college degree,White,Female,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1568,2658,4,15,44,4-year college degree,White,Male,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1569,1182,5,32,31,4-year college degree,White,Male,"$60,000 to $69,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1570,3223,6,23,55,4-year college degree,Asian,Female,"$20,000 to $29,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1571,2513,0,25,31,4-year college degree,White,Female,"$50,000 to $59,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1572,2583,6,28,30,Some college or vocational training,Black,Female,"$70,000 to $79,999",Moderate,Moderate,Independent,Single Never Married
Response_1573,695,0,22,37,Post-college degree,Indigenous,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1574,1847,3,28,46,"Professional degree (JD, MD)",Indigenous,Male,"$150,000 or more",Strongly Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1575,2777,2,27,59,2-year college degree,White,Female,"$20,000 to $29,999",Moderate,Strongly Liberal,Independent,Single Never Married
Response_1576,1457,3,32,39,"Professional degree (JD, MD)",White,Female,"$60,000 to $69,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1577,1748,3,31,64,4-year college degree,White,Male,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1578,2330,4,26,75,High school diploma,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1579,3426,5,30,46,4-year college degree,White,Male,"$60,000 to $69,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1580,8127,3,27,34,Some college or vocational training,White,Male,"Less than $10,000",Strongly Liberal,Strongly Liberal,Independent,Single Never Married
Response_1581,1714,0,29,57,4-year college degree,White,Female,"$40,000 to $49,999",Somewhat Liberal,Strongly Liberal,Democrat,Divorced
Response_1582,15350,3,31,42,4-year college degree,White,Female,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1583,1560,2,31,59,High school diploma,White,Female,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1584,3150,3,21,37,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1585,9200,3,29,52,4-year college degree,White,Female,"$90,000 to $99,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1586,4152,3,23,72,4-year college degree,White,Male,"$70,000 to $79,999",Moderate,Somewhat Conservative,Democrat,Married or Domestic Partnership
Response_1587,1537,2,22,65,4-year college degree,Asian,Female,"$50,000 to $59,999",Moderate,Moderate,Independent,Divorced
Response_1588,2641,5,22,56,Some college or vocational training,White,Male,"$20,000 to $29,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1589,1940,0,27,57,Some college or vocational training,White,Female,"$50,000 to $59,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1590,2012,0,13,67,4-year college degree,White,Female,"$80,000 to $89,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1591,1262,1,23,24,4-year college degree,Asian,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1592,4068,0,20,34,2-year college degree,White,Male,"$30,000 to $39,999",Moderate,Moderate,Republican,Married or Domestic Partnership
Response_1593,69324,4,30,28,High school diploma,White,Female,"$60,000 to $69,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1594,2353,6,28,28,Post-college degree,Asian,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1595,1160,6,29,36,High school diploma,Asian,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Independent,Single Never Married
Response_1596,2749,0,29,34,Some college or vocational training,Black,Male,"$30,000 to $39,999",Strongly Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1597,3925,6,33,45,4-year college degree,White,Male,"$60,000 to $69,999",Strongly Liberal,Strongly Conservative,Independent,Single Never Married
Response_1598,1734,2,35,27,2-year college degree,White,Female,"$60,000 to $69,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1599,1312,5,22,52,Doctoral degree,White,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Liberal,Independent,Widowed
Response_1600,4811,2,23,31,Post-college degree,White,Male,"$150,000 or more",Somewhat Conservative,Somewhat Conservative,Independent,Single Never Married
Response_1601,1494,6,28,48,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1602,1257,1,32,34,Some college or vocational training,Indigenous,Male,"$10,000 to $19,999",Somewhat Liberal,Moderate,Independent,Married or Domestic Partnership
Response_1603,1056,0,31,44,High school diploma,White,Female,"$50,000 to $59,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1604,91374,4,25,38,4-year college degree,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1605,1065,1,32,35,4-year college degree,White,Female,"$60,000 to $69,999",Strongly Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1606,1558,3,27,26,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1607,1408,2,26,44,Post-college degree,Asian,Female,"$70,000 to $79,999",Somewhat Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1608,9286,5,24,33,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1609,1258,2,25,39,Some college or vocational training,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1610,3296,0,29,35,Some college or vocational training,Black,Female,"$60,000 to $69,999",Strongly Liberal,Somewhat Liberal,Independent,Single Never Married
Response_1611,971,6,32,28,"Professional degree (JD, MD)",White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1612,1622,1,31,59,Some college or vocational training,Black,Female,"$30,000 to $39,999",Moderate,Strongly Conservative,Democrat,Married or Domestic Partnership
Response_1613,1803,4,34,35,Some college or vocational training,Black,Male,"$30,000 to $39,999",Moderate,Somewhat Conservative,Republican,Single Never Married
Response_1614,1734,3,29,58,"Professional degree (JD, MD)",White,Female,"$90,000 to $99,999",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1615,2320,2,27,34,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1616,1556,5,29,36,Post-college degree,White,Male,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1617,2418,5,27,21,Some college or vocational training,White,Female,"$90,000 to $99,999",Moderate,Moderate,Democrat,Single Never Married
Response_1618,1967,2,28,40,Post-college degree,White,Male,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1619,1958,1,30,41,Some college or vocational training,White,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1620,1745,5,20,42,2-year college degree,Indigenous,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1621,102856,2,23,41,Post-college degree,Asian,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1622,1793,6,33,46,Some college or vocational training,White,Male,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1623,15744,0,24,41,Some college or vocational training,Black,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Republican,Single Never Married
Response_1624,1857,0,24,59,Post-college degree,White,Female,"$20,000 to $29,999",Moderate,Moderate,Democrat,Divorced
Response_1625,994,1,26,65,4-year college degree,White,Female,"$100,000 to $149,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1626,4162,5,21,49,Post-college degree,White,Male,"$50,000 to $59,999",Moderate,Somewhat Liberal,Independent,Single Never Married
Response_1627,1520,6,28,57,4-year college degree,White,Male,"$150,000 or more",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1628,1748,0,24,64,4-year college degree,White,Female,"$100,000 to $149,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1629,4266,4,29,43,4-year college degree,White,Female,"$50,000 to $59,999",Strongly Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1630,1549,3,25,33,Some college or vocational training,White,Female,"Less than $10,000",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1631,3083,5,34,40,4-year college degree,Black,Male,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1632,2271,2,22,28,High school diploma,White,Female,"$20,000 to $29,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1633,1719,1,30,31,High school diploma,White,Male,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1634,2042,6,27,55,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1635,1818,6,27,57,4-year college degree,White,Male,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1636,5077,5,32,46,4-year college degree,Asian,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1637,1499,5,16,36,4-year college degree,White,Female,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1638,3742,0,30,57,4-year college degree,Black,Female,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_1639,1481,5,30,37,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Liberal,Moderate,Independent,Married or Domestic Partnership
Response_1640,2105,4,34,62,2-year college degree,White,Female,"$10,000 to $19,999",Somewhat Conservative,Somewhat Liberal,Democrat,Widowed
Response_1641,1074,1,34,41,Some college or vocational training,White,Male,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1642,2809,2,23,38,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1643,1318,5,29,41,Some college or vocational training,White,Male,"$50,000 to $59,999",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1644,1934,1,26,52,4-year college degree,White,Female,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1645,2058,6,28,48,Some college or vocational training,White,Male,"$60,000 to $69,999",Strongly Conservative,Somewhat Liberal,Independent,Single Never Married
Response_1646,174813,5,25,45,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1647,1085,6,36,29,4-year college degree,White,Female,"$90,000 to $99,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1648,144043,1,25,35,4-year college degree,White,Male,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1649,2746,1,19,42,High school diploma,White,Female,"$10,000 to $19,999",Somewhat Liberal,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1650,2762,4,25,73,Post-college degree,Indigenous,Female,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1651,4261,6,33,70,4-year college degree,White,Female,"$10,000 to $19,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1652,1746,0,27,46,4-year college degree,White,Female,"$40,000 to $49,999",Strongly Conservative,Somewhat Conservative,Independent,Divorced
Response_1653,1726,1,28,31,4-year college degree,Asian,Male,"$40,000 to $49,999",Strongly Conservative,Strongly Liberal,Independent,Single Never Married
Response_1654,2452,2,25,40,Doctoral degree,Asian,Female,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1655,173285,6,31,36,4-year college degree,White,Male,"$20,000 to $29,999",Somewhat Liberal,Strongly Liberal,Democrat,Divorced
Response_1656,3366,4,33,68,Post-college degree,White,Female,"$80,000 to $89,999",Somewhat Liberal,Strongly Liberal,Democrat,Divorced
Response_1657,1337,5,27,35,4-year college degree,White,Female,"$80,000 to $89,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1658,4778,6,22,22,2-year college degree,Asian,Male,"$100,000 to $149,999",Somewhat Conservative,Moderate,Republican,Single Never Married
Response_1659,2594,1,22,65,High school diploma,White,Female,"Less than $10,000",Somewhat Conservative,Somewhat Conservative,Democrat,Divorced
Response_1660,1264,5,30,66,4-year college degree,White,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1661,5237,4,23,34,Post-college degree,White,Male,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1662,1741,6,29,34,Post-college degree,White,Female,"$150,000 or more",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1663,4720,1,20,50,High school diploma,Asian,Female,"Less than $10,000",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1664,1336,2,30,42,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1665,1836,0,29,45,Some college or vocational training,Other,Male,"Less than $10,000",Strongly Conservative,Strongly Conservative,Independent,Single Never Married
Response_1666,2982,2,29,49,2-year college degree,White,Female,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_1667,1659,5,30,52,4-year college degree,Black,Female,"$10,000 to $19,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1668,6738,2,31,36,4-year college degree,Black,Female,"$90,000 to $99,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1669,2072,3,26,40,High school diploma,White,Male,"Less than $10,000",Moderate,Somewhat Conservative,Republican,Single Never Married
Response_1670,2337,6,27,66,Post-college degree,White,Female,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1671,3456,3,33,57,Post-college degree,White,Female,"$20,000 to $29,999",Strongly Conservative,Strongly Conservative,Independent,Single Never Married
Response_1672,1606,5,33,42,4-year college degree,White,Female,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1673,2308,3,13,46,2-year college degree,Other,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1674,3294,6,35,40,Some college or vocational training,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1675,4203,6,31,56,Post-college degree,White,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1676,7559,0,30,32,Some college or vocational training,Black,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
